# focused wave waveinput_round2\waveinput_430022.dat
@v301
# Wavedata CFDwavemaker
[wave type]
piston

[general input data]
depth 0.6

[wave input piston]
# number of timesteps to read
6400
# Time[sec], paddle position[m], paddle velocity[m/s], surface_elevation[m]
0.000000 0.00000e+00 4.80616e-05 0.00000e+00
0.010000 3.68924e-07 3.52403e-05 0.00000e+00
0.020000 6.34611e-07 2.33746e-05 0.00000e+00
0.030000 8.04667e-07 1.24643e-05 0.00000e+00
0.040000 8.86698e-07 2.50959e-06 0.00000e+00
0.050000 8.88310e-07 -6.48959e-06 0.00000e+00
0.060000 8.17108e-07 -1.45333e-05 0.00000e+00
0.070000 6.80698e-07 -2.16214e-05 0.00000e+00
0.080000 4.86687e-07 -2.77540e-05 0.00000e+00
0.090000 2.42681e-07 -3.29311e-05 0.00000e+00
0.100000 -4.37161e-08 -3.71527e-05 0.00000e+00
0.110000 -3.64897e-07 -4.04187e-05 0.00000e+00
0.120000 -7.13256e-07 -4.27292e-05 0.00000e+00
0.130000 -1.08119e-06 -4.40842e-05 0.00000e+00
0.140000 -1.46109e-06 -4.44836e-05 0.00000e+00
0.150000 -1.84534e-06 -4.39276e-05 0.00000e+00
0.160000 -2.22636e-06 -4.24160e-05 0.00000e+00
0.170000 -2.59652e-06 -3.99488e-05 0.00000e+00
0.180000 -3.16038e-06 -3.01800e-05 0.00000e+00
0.190000 -3.50633e-06 -2.43466e-05 0.00000e+00
0.200000 -4.71790e-06 -2.27305e-05 0.00000e+00
0.210000 -4.38174e-06 -1.54754e-05 0.00000e+00
0.220000 -5.31946e-06 -6.32282e-06 0.00000e+00
0.230000 -5.50362e-06 -3.29317e-06 0.00000e+00
0.240000 -4.94916e-06 5.76741e-06 0.00000e+00
0.250000 -5.03349e-06 2.57718e-05 0.00000e+00
0.260000 -5.43785e-06 3.45005e-05 0.00000e+00
0.270000 -5.01935e-06 3.92271e-05 0.00000e+00
0.280000 -3.32177e-06 6.14980e-05 0.00000e+00
0.290000 -3.26354e-06 8.01627e-05 0.00000e+00
0.300000 -2.43844e-06 8.57386e-05 0.00000e+00
0.310000 -1.16565e-06 8.08370e-05 0.00000e+00
0.320000 -4.93738e-07 7.85182e-05 0.00000e+00
0.330000 1.56132e-06 9.57157e-05 0.00000e+00
0.340000 3.05538e-06 1.02969e-04 0.00000e+00
0.350000 2.72378e-06 1.02399e-04 0.00000e+00
0.360000 2.69072e-06 1.07610e-04 0.00000e+00
0.370000 4.37336e-06 9.84340e-05 0.00000e+00
0.380000 6.99331e-06 9.80699e-05 0.00000e+00
0.390000 6.77123e-06 1.06235e-04 0.00000e+00
